30000  210000
29002  14678  67
29002  4299  8
29002  2603  73
29002  21552  32
29003  3395  23
29003  19578  20
29003  14159  11
29003  17323  27
29003  8464  16
29003  28574  51
29003  24720  50
29004  1166  15
29004  16354  84
29004  29284  82
29004  821  46
29004  1803  67
29004  6939  45
29004  2397  31
29005  20103  90
29005  23364  71
29005  10698  24
29005  22577  10
29005  16690  69
29005  19535  37
29005  15436  44
29006  2657  4
29006  4171  71
29006  13611  99
29006  19456  51
29006  18059  7
29006  8643  92
29006  8286  55
29007  367  60
29007  2055  89
29007  1661  35
29007  16097  21
29007  14038  50
29007  6845  33
29007  5659  10
29008  26261  65
29008  10881  64
29008  14312  20
29008  21940  20
29008  11661  65
29008  155  52
29008  4274  39
29009  671  15
29009  13140  19
29009  25536  96
29009  25547  92
29009  28258  7
29009  6171  82
29009  16525  81
29010  27339  54
29010  18487  41
29010  27034  87
29010  1683  64
29010  28965  71
29010  2597  29
29010  12053  46
29011  19058  36
29011  28313  89
29011  11185  44
29011  19772  60
29011  15183  100
29011  23366  11
29011  9761  37
29012  21135  81
29012  6133  41
29012  17110  72
29012  13415  46
29012  8586  82
29012  16896  87
29012  27179  49
29013  7440  14
29013  26538  27
29013  25430  4
29013  7604  93
29013  15335  45
29013  26257  7
29013  9625  10
29014  24979  15
29014  9854  83
29014  22250  58
29014  11973  31
29014  5535  32
29014  18183  63
29014  3159  91
29015  16619  92
29015  19275  15
29015  27043  96
29015  168  60
29015  12970  51
29015  18219  44
29015  20767  5
29016  27331  32
29016  21424  76
29016  25065  49
29016  20875  51
29016  4878  90
29016  6927  9
29016  11887  77
29017  6844  23
29017  26438  94
29017  17503  51
29017  9506  100
29017  333  52
29017  5470  88
29017  26070  69
29018  3847  62
29018  16879  64
29018  20646  5
29018  8418  50
29018  11005  85
29018  4145  79
29018  16681  10
29019  5149  90
29019  14051  44
29019  27765  10
29019  1140  61
29019  16727  22
29019  29927  44
29019  5057  5
29020  1460  16
29020  29340  22
29020  28267  51
29020  15247  62
29020  15301  2
29020  16505  49
29020  29514  11
29021  6767  10
29021  18097  83
29021  6203  50
29021  10366  74
29021  26318  18
29021  17854  28
29021  26434  72
29022  26114  13
29022  26242  96
29022  28880  62
29022  23638  98
29022  15202  69
29022  1078  9
29022  19660  46
29023  29605  76
29023  23422  53
29023  11577  5
29023  7332  60
29023  22342  41
29023  27507  96
29023  34  83
29024  22522  25
29024  22251  45
29024  3601  94
29024  703  41
29024  23475  94
29024  5214  87
29024  11426  32
29025  7607  2
29025  8777  32
29025  12432  97
29025  13406  2
29025  14903  78
29025  25845  31
29025  2245  7
29026  8364  22
29026  19898  56
29026  24816  15
29026  14410  58
29026  17537  36
29026  14635  23
29026  4184  16
29027  28116  94
29027  18214  21
29027  22428  91
29027  3270  38
29027  7687  52
29027  26046  81
29027  6302  37
29028  172  62
29028  14173  54
29028  8907  24
29028  12176  17
29028  7337  64
29028  7330  95
29028  14162  60
29029  23884  4
29029  26980  69
29029  25786  87
29029  28735  21
29029  21942  58
29029  10582  14
29029  26185  1
29030  26106  36
29030  12584  83
29030  12533  71
29030  17925  70
29030  19916  72
29030  5872  95
29030  27632  69
29031  3860  16
29031  26226  35
29031  16848  44
29031  12541  39
29031  18903  99
29031  28814  41
29031  25583  76
29032  4460  36
29032  13485  72
29032  12319  61
29032  6441  87
29032  9087  73
29032  11194  30
29032  17066  21
29033  8614  12
29033  19746  81
29033  28165  37
29033  27154  87
29033  19827  61
29033  3559  17
29033  26202  55
29034  25389  63
29034  2596  4
29034  3652  72
29034  11621  64
29034  90  44
29034  5089  1
29034  15700  24
29035  29066  9
29035  533  36
29035  2434  43
29035  5650  11
29035  22782  77
29035  11712  68
29035  25270  13
29036  3682  54
29036  15620  94
29036  27097  83
29036  7926  54
29036  17807  32
29036  27470  59
29036  23816  5
29037  765  39
29037  11408  51
29037  17338  75
29037  18020  23
29037  7442  24
29037  20843  81
29037  12472  97
29038  14300  100
29038  25944  82
29038  5854  55
29038  28652  4
29038  1692  9
29038  28232  58
29038  24435  30
29039  18672  5
29039  14315  33
29039  10335  8
29039  28616  61
29039  9209  50
29039  16282  70
29039  16754  43
29040  28642  25
29040  25544  79
29040  15596  35
29040  6529  33
29040  2813  6
29040  15342  65
29040  7803  84
29041  21579  92
29041  16402  47
29041  7172  58
29041  9935  80
29041  1289  59
29041  27684  72
29041  8625  66
29042  15357  55
29042  3190  25
29042  738  55
29042  6466  41
29042  21821  58
29042  2713  84
29042  23720  51
29043  18074  19
29043  12180  31
29043  26162  28
29043  4412  58
29043  10385  78
29043  25013  8
29043  14190  10
29044  27151  82
29044  7177  68
29044  19443  11
29044  29076  19
29044  27870  88
29044  23572  82
29044  4382  38
29045  19621  18
29045  11639  24
29045  29736  56
29045  7794  76
29045  11622  76
29045  29153  95
29045  23288  75
29046  21441  83
29046  11317  37
29046  10526  21
29046  19955  79
29046  5199  52
29046  16686  78
29046  12440  25
29047  21276  60
29047  13444  13
29047  20124  97
29047  22092  70
29047  4301  58
29047  8036  77
29047  15405  78
29048  10911  7
29048  2556  19
29048  9923  8
29048  10220  5
29048  26309  10
29048  19118  80
29048  5732  73
29049  23174  42
29049  17472  62
29049  24899  22
29049  22977  45
29049  28283  52
29049  19139  79
29049  1359  10
29050  2700  40
29050  20199  87
29050  3983  41
29050  5917  91
29050  5748  85
29050  7982  51
29050  13849  92
29051  1820  48
29051  18198  5
29051  12459  85
29051  18055  58
29051  4431  17
29051  15325  84
29051  15585  62
29052  7224  92
29052  25454  89
29052  17825  19
29052  2372  83
29052  4686  58
29052  17716  7
29052  13234  17
29053  7633  40
29053  9703  93
29053  20086  23
29053  12787  67
29053  27565  80
29053  8828  55
29053  5938  93
29054  20728  37
29054  14756  21
29054  17536  62
29054  20519  79
29054  25267  28
29054  13411  45
29054  19694  79
29055  11463  26
29055  22323  92
29055  10944  1
29055  27695  93
29055  16969  26
29055  25683  21
29055  6562  24
29056  22839  21
29056  29177  44
29056  29564  98
29056  18281  97
29056  2341  50
29056  23862  3
29056  23996  42
29057  14719  61
29057  16079  57
29057  25618  88
29057  23754  4
29057  20285  4
29057  27974  17
29057  688  69
29058  1020  1
29058  26199  92
29058  16582  61
29058  25676  42
29058  24541  89
29058  9689  16
29058  6263  38
29059  13080  81
29059  23896  39
29059  12344  47
29059  28143  43
29059  23141  38
29059  19685  88
29059  7059  75
29060  2475  6
29060  15455  10
29060  21646  87
29060  11079  97
29060  22367  24
29060  4987  84
29060  13053  22
29061  26439  74
29061  4578  17
29061  17067  90
29061  2967  67
29061  29401  22
29061  10581  27
29061  25347  42
29062  7203  22
29062  15009  74
29062  11584  18
29062  2160  28
29062  11354  93
29062  5937  96
29062  29185  31
29063  11290  62
29063  19091  96
29063  28372  35
29063  7599  61
29063  4321  8
29063  28956  92
29063  24617  100
29064  24475  39
29064  6527  10
29064  384  7
29064  29653  10
29064  13631  30
29064  22032  14
29064  4172  68
29065  25082  81
29065  23761  28
29065  6406  95
29065  486  80
29065  7228  80
29065  14033  21
29065  2319  57
29066  27659  1
29066  800  84
29066  15985  13
29066  11770  36
29066  13669  47
29066  10764  38
29066  18891  82
29067  343  26
29067  24996  92
29067  17168  23
29067  6011  20
29067  26054  95
29067  15117  13
29067  5384  39
29068  9066  79
29068  19510  65
29068  1176  47
29068  26425  59
29068  19066  7
29068  1677  13
29068  25620  73
29069  21927  48
29069  1499  66
29069  20388  65
29069  13381  40
29069  16284  20
29069  12840  23
29069  9175  15
29070  29747  9
29070  9505  29
29070  5994  91
29070  1774  13
29070  26908  94
29070  12390  16
29070  12447  98
29071  16243  3
29071  20142  40
29071  6650  82
29071  28215  5
29071  29944  47
29071  2376  18
29071  29604  74
29072  17517  9
29072  29770  82
29072  12144  60
29072  4963  90
29072  1457  84
29072  14378  38
29072  1756  38
29073  7247  24
29073  25171  73
29073  16556  46
29073  26554  51
29073  23918  59
29073  15144  92
29073  18556  11
29074  5831  1
29074  29575  73
29074  13328  89
29074  13477  50
29074  22555  81
29074  25776  44
29074  3112  20
29075  19169  40
29075  18272  25
29075  11661  14
29075  17632  30
29075  10070  21
29075  13911  58
29075  12361  19
29076  6054  66
29076  16942  30
29076  17276  57
29076  6602  99
29076  1879  18
29076  22982  95
29076  15662  83
29077  4398  43
29077  13610  25
29077  8722  58
29077  7702  83
29077  29509  68
29077  10887  32
29077  21109  20
29078  10641  67
29078  29059  27
29078  22034  50
29078  14926  19
29078  8416  1
29078  18031  57
29078  20021  38
29079  20998  34
29079  1524  87
29079  14445  72
29079  8344  71
29079  6806  34
29079  18109  37
29079  19758  72
29080  26397  63
29080  17736  18
29080  12541  61
29080  7715  33
29080  8294  61
29080  3882  44
29080  3249  29
29081  6502  95
29081  14637  16
29081  29535  48
29081  6449  55
29081  3917  49
29081  15043  12
29081  20938  73
29082  14543  37
29082  17653  9
29082  26184  7
29082  160  77
29082  19965  60
29082  11382  13
29082  7470  58
29083  9565  33
29083  9598  19
29083  5779  52
29083  9454  67
29083  16344  23
29083  5455  12
29083  24304  61
29084  23103  30
29084  28626  17
29084  22851  57
29084  28270  14
29084  8582  45
29084  26474  88
29084  22744  80
29085  5816  58
29085  14279  79
29085  2356  14
29085  22722  83
29085  13375  15
29085  13945  86
29085  2370  35
29086  18181  46
29086  8780  49
29086  28743  83
29086  25937  34
29086  4949  39
29086  20583  87
29086  4550  70
29087  18271  20
29087  14932  39
29087  7111  77
29087  3617  41
29087  18244  17
29087  11182  74
29087  573  44
29088  25929  100
29088  26466  63
29088  7942  32
29088  10088  75
29088  21283  13
29088  15961  4
29088  10159  40
29089  29800  96
29089  7973  59
29089  13116  97
29089  25431  90
29089  16005  19
29089  22796  26
29089  21860  82
29090  3084  31
29090  12317  4
29090  8595  87
29090  26086  1
29090  29295  22
29090  12383  90
29090  3471  24
29091  2068  34
29091  6088  66
29091  27720  75
29091  15143  87
29091  29767  16
29091  15760  67
29091  13451  52
29092  3248  1
29092  1231  91
29092  20434  5
29092  5481  65
29092  16477  96
29092  11569  67
29092  10884  91
29093  13740  23
29093  7396  84
29093  23086  16
29093  27648  68
29093  13227  74
29093  25379  60
29093  20750  53
29094  24308  68
29094  27705  27
29094  6119  7
29094  14585  31
29094  25114  98
29094  17747  99
29094  16900  51
29095  400  100
29095  4814  59
29095  9631  69
29095  1492  62
29095  23001  16
29095  13711  49
29095  5047  48
29096  8145  61
29096  26532  32
29096  19563  92
29096  16421  39
29096  5440  53
29096  28220  71
29096  28855  50
29097  4837  66
29097  10885  93
29097  19078  7
29097  16576  40
29097  26687  2
29097  4561  11
29097  27262  51
29098  20416  67
29098  12847  55
29098  10933  95
29098  326  15
29098  13432  63
29098  21695  16
29098  22112  46
29099  6857  14
29099  1780  24
29099  27591  9
29099  6058  64
29099  18468  59
29099  25038  87
29099  25217  88
29100  20158  25
29100  16387  70
29100  18216  87
29100  1559  88
29100  1289  68
29100  987  60
29100  28022  60
29101  20314  57
29101  24688  46
29101  29136  10
29101  29744  14
29101  22671  33
29101  12693  6
29101  17281  1
29102  5885  68
29102  4479  32
29102  26223  42
29102  1730  50
29102  24813  76
29102  26305  41
29102  11629  11
29103  13544  69
29103  15583  4
29103  4171  64
29103  21001  2
29103  21727  16
29103  19570  57
29103  11896  20
29104  19859  52
29104  12548  84
29104  23785  89
29104  16117  100
29104  27037  24
29104  19820  66
29104  11951  22
29105  13903  9
29105  2049  38
29105  8116  92
29105  24411  26
29105  16340  87
29105  5520  20
29105  2696  28
29106  22822  9
29106  2047  47
29106  27871  94
29106  27054  69
29106  3064  57
29106  11008  63
29106  18368  96
29107  9977  23
29107  13422  51
29107  23386  38
29107  10268  17
29107  12226  53
29107  17503  22
29107  16440  36
29108  25645  86
29108  22280  80
29108  20425  39
29108  5273  43
29108  25087  92
29108  18382  43
29108  4749  22
29109  4810  87
29109  332  2
29109  10552  21
29109  12706  69
29109  18475  91
29109  28428  43
29109  13110  28
29110  3465  15
29110  20407  2
29110  27959  99
29110  7071  48
29110  17065  32
29110  29279  78
29110  26482  92
29111  28506  41
29111  24068  14
29111  16577  26
29111  23717  49
29111  5333  29
29111  12308  88
29111  23584  75
29112  29864  99
29112  16408  87
29112  23571  69
29112  2149  3
29112  27097  55
29112  12282  87
29112  20705  65
29113  18529  53
29113  2805  52
29113  15535  58
29113  27383  16
29113  24124  15
29113  13836  4
29113  26081  52
29114  3725  59
29114  29977  88
29114  13573  47
29114  10403  94
29114  10297  40
29114  21284  83
29114  63  77
29115  23042  19
29115  17082  11
29115  24141  17
29115  14512  82
29115  23153  75
29115  29759  22
29115  21757  50
29116  12191  83
29116  27547  63
29116  21284  83
29116  5796  93
29116  10355  19
29116  18777  81
29116  24152  59
29117  19911  100
29117  3200  86
29117  14486  41
29117  26366  27
29117  4153  60
29117  13425  53
29117  28727  3
29118  26572  100
29118  11266  28
29118  15210  6
29118  15196  8
29118  13981  39
29118  7599  90
29118  11695  23
29119  9873  67
29119  15808  73
29119  4195  66
29119  20916  97
29119  5371  59
29119  22927  51
29119  2088  100
29120  5433  61
29120  21290  42
29120  2242  24
29120  28550  24
29120  8518  2
29120  27542  42
29120  622  92
29121  28547  48
29121  3355  21
29121  4340  55
29121  8128  95
29121  15138  95
29121  7719  8
29121  28723  99
29122  11966  54
29122  19036  24
29122  28080  85
29122  15941  87
29122  8895  27
29122  4873  81
29122  19689  5
29123  5813  27
29123  19868  74
29123  20915  58
29123  24327  67
29123  10469  43
29123  28430  66
29123  18838  12
29124  20017  64
29124  25802  67
29124  16302  64
29124  28528  54
29124  4130  24
29124  17481  17
29124  8688  76
29125  15388  31
29125  3823  93
29125  16184  46
29125  9502  4
29125  18736  83
29125  28243  84
29125  29693  64
29126  24074  84
29126  9007  32
29126  9719  53
29126  12425  14
29126  3350  85
29126  28652  99
29126  25164  3
29127  20221  94
29127  10938  76
29127  29981  51
29127  23341  74
29127  14814  56
29127  26098  79
29127  14849  73
29128  15949  69
29128  13204  53
29128  3671  15
29128  7530  21
29128  1140  52
29128  7116  30
29128  7394  18
29129  19151  47
29129  12694  43
29129  1414  13
29129  27192  72
29129  3712  39
29129  1588  17
29129  4176  76
29130  13519  65
29130  21682  81
29130  25363  22
29130  29036  64
29130  9748  75
29130  4414  53
29130  5118  42
29131  24615  23
29131  8880  55
29131  26387  37
29131  1849  85
29131  4177  9
29131  24985  7
29131  20463  3
29132  17640  10
29132  3014  80
29132  8907  40
29132  20  22
29132  21271  88
29132  20731  84
29132  19789  54
29133  4902  93
29133  8142  44
29133  13399  53
29133  8349  45
29133  6490  10
29133  1964  87
29133  6735  12
29134  21773  43
29134  18331  3
29134  11276  33
29134  9892  40
29134  17102  69
29134  2031  77
29134  10353  8
29135  9364  4
29135  17116  100
29135  17455  63
29135  25054  18
29135  6928  28
29135  25805  89
29135  4111  96
29136  26062  22
29136  22698  21
29136  10093  81
29136  10225  67
29136  667  19
29136  22756  66
29136  1859  86
29137  8698  28
29137  13623  21
29137  8480  59
29137  526  80
29137  12294  33
29137  29899  31
29137  25616  75
29138  26293  60
29138  4877  41
29138  17269  94
29138  35  25
29138  18742  63
29138  29276  65
29138  16553  24
29139  7713  18
29139  4948  74
29139  17063  70
29139  13944  16
29139  12308  73
29139  4672  33
29139  17965  94
29140  29631  39
29140  12857  55
29140  21774  76
29140  25394  65
29140  2319  52
29140  15504  27
29140  19243  92
29141  1523  68
29141  2114  87
29141  25174  17
29141  21158  65
29141  4854  20
29141  8104  24
29141  26218  94
29142  29610  91
29142  20030  87
29142  763  56
29142  7231  53
29142  1977  72
29142  29005  53
29142  589  98
29143  27682  54
29143  11579  28
29143  23540  3
29143  23208  34
29143  27139  11
29143  578  9
29143  609  8
29144  16416  22
29144  14781  8
29144  4747  57
29144  27212  90
29144  21468  67
29144  16757  74
29144  8571  30
29145  3856  25
29145  10870  32
29145  11950  14
29145  2461  88
29145  26901  86
29145  4853  77
29145  18120  38
29146  27039  45
29146  6863  87
29146  23291  53
29146  27092  32
29146  1037  5
29146  15429  45
29146  7750  45
29147  16220  17
29147  6627  30
29147  17636  5
29147  22982  91
29147  8830  1
29147  9630  27
29147  6077  99
29148  24099  79
29148  2081  80
29148  3457  52
29148  12373  95
29148  12548  34
29148  26767  83
29148  11230  22
29149  29573  39
29149  22807  79
29149  20933  83
29149  3021  20
29149  21614  77
29149  6052  47
29149  29927  97
29150  17854  5
29150  26274  53
29150  16363  16
29150  24263  91
29150  22770  27
29150  16024  19
29150  10982  86
29151  5791  64
29151  14991  76
29151  22308  45
29151  22634  54
29151  8653  78
29151  29504  9
29151  22239  90
29152  946  24
29152  11080  9
29152  354  87
29152  29221  62
29152  3002  63
29152  3727  5
29152  9731  77
29153  19719  54
29153  26940  42
29153  10365  29
29153  11597  77
29153  16942  5
29153  7228  75
29153  19659  79
29154  1107  69
29154  3894  92
29154  20131  66
29154  16231  1
29154  22759  27
29154  9127  2
29154  15932  39
29155  28895  56
29155  18861  85
29155  7467  40
29155  7737  74
29155  958  21
29155  5348  24
29155  17692  87
29156  27627  42
29156  12699  83
29156  1840  7
29156  4415  15
29156  29506  71
29156  19837  37
29156  14673  8
29157  11018  46
29157  6049  23
29157  552  45
29157  24690  19
29157  5526  27
29157  28275  22
29157  11233  58
29158  7704  25
29158  17893  31
29158  89  10
29158  23691  55
29158  20201  9
29158  6364  25
29158  5904  39
29159  19471  13
29159  23611  73
29159  10695  82
29159  26808  54
29159  25171  45
29159  19290  66
29159  23708  86
29160  2185  89
29160  13682  60
29160  20329  75
29160  4597  38
29160  20034  34
29160  24883  94
29160  8662  28
29161  15114  34
29161  26851  31
29161  21590  60
29161  10861  15
29161  18554  14
29161  7117  86
29161  13347  30
29162  23013  24
29162  18331  16
29162  2711  67
29162  2273  20
29162  12823  55
29162  1555  16
29162  13585  33
29163  7141  50
29163  9472  90
29163  1604  76
29163  19165  47
29163  11736  70
29163  4551  9
29163  13195  43
29164  22125  3
29164  8581  43
29164  19635  16
29164  13719  41
29164  26884  99
29164  24449  1
29164  3731  58
29165  12626  25
29165  28451  48
29165  17696  1
29165  9605  79
29165  4023  48
29165  11632  73
29165  20977  96
29166  20822  23
29166  21225  81
29166  6367  13
29166  6625  15
29166  13564  86
29166  9709  45
29166  14137  26
29167  48  94
29167  29986  40
29167  6614  99
29167  13135  44
29167  10276  89
29167  17549  56
29167  1012  68
29168  22847  68
29168  16358  74
29168  22415  1
29168  28164  34
29168  24077  48
29168  22249  26
29168  7334  36
29169  26022  86
29169  4749  31
29169  6949  7
29169  211  29
29169  20638  36
29169  6296  86
29169  22726  24
29170  3504  60
29170  12391  30
29170  8167  5
29170  6411  23
29170  27945  100
29170  12536  7
29170  26415  49
29171  20044  8
29171  19518  54
29171  10790  74
29171  17246  56
29171  23228  31
29171  21025  84
29171  19926  25
29172  10122  8
29172  17204  3
29172  6659  11
29172  18728  20
29172  10293  5
29172  29961  52
29172  14537  25
29173  25266  89
29173  26464  70
29173  3913  31
29173  14412  97
29173  25127  69
29173  16407  2
29173  13131  10
29174  22190  28
29174  17578  78
29174  8050  67
29174  13077  2
29174  13382  31
29174  14082  5
29174  2212  97
29175  7580  3
29175  26228  5
29175  23794  99
29175  26578  87
29175  843  99
29175  15094  14
29175  27472  83
29176  13488  91
29176  24146  40
29176  24045  59
29176  11663  67
29176  19644  25
29176  5133  4
29176  805  64
29177  18385  5
29177  27469  77
29177  27654  52
29177  4535  93
29177  22470  57
29177  29172  20
29177  12307  60
29178  7077  26
29178  23335  39
29178  91  39
29178  11740  3
29178  20575  10
29178  2959  49
29178  6688  39
29179  11079  20
29179  9613  94
29179  13974  84
29179  13029  24
29179  15486  93
29179  29390  28
29179  9115  39
29180  16224  52
29180  1299  3
29180  28745  73
29180  5763  96
29180  1596  46
29180  19090  38
29180  9424  68
29181  23701  22
29181  10749  92
29181  13954  54
29181  21907  41
29181  7058  28
29181  26420  2
29181  16360  61
29182  26307  20
29182  20732  30
29182  28579  51
29182  28217  83
29182  15053  78
29182  9310  73
29182  21316  4
29183  6860  95
29183  27956  31
29183  17273  87
29183  18106  92
29183  577  90
29183  6449  99
29183  10331  74
29184  13361  77
29184  18658  99
29184  20034  64
29184  5369  61
29184  9635  52
29184  21178  61
29184  3208  2
29185  5838  80
29185  25388  88
29185  5413  4
29185  25190  50
29185  13800  64
29185  7665  12
29185  24737  96
29186  11063  4
29186  4406  8
29186  5186  38
29186  13634  22
29186  5443  59
29186  23139  35
29186  16702  77
29187  26048  71
29187  1706  19
29187  29980  70
29187  22635  89
29187  7516  23
29187  11799  3
29187  26866  90
29188  22666  10
29188  16542  80
29188  20978  20
29188  21571  37
29188  28577  97
29188  9316  33
29188  425  79
29189  12769  25
29189  8735  52
29189  7670  17
29189  15911  2
29189  6899  67
29189  21603  80
29189  10240  5
29190  7863  51
29190  21046  48
29190  6460  46
29190  19382  78
29190  25135  63
29190  7470  80
29190  12217  63
29191  27511  34
29191  1217  22
29191  28260  60
29191  29918  4
29191  13607  63
29191  19944  71
29191  27383  79
29192  3820  43
29192  5739  34
29192  173  61
29192  9644  87
29192  25292  25
29192  29528  40
29192  29518  37
29193  7584  53
29193  2687  31
29193  22398  72
29193  5482  81
29193  25671  14
29193  1752  57
29193  11734  87
29194  29410  64
29194  25884  99
29194  11634  30
29194  21386  33
29194  26662  28
29194  29665  99
29194  12943  98
29195  24814  77
29195  9242  57
29195  5274  59
29195  29886  58
29195  7670  48
29195  23895  89
29195  18140  84
29196  1267  97
29196  26033  49
29196  9743  92
29196  16934  41
29196  6554  53
29196  15310  38
29196  12500  81
29197  20479  50
29197  18729  11
29197  2985  54
29197  23643  51
29197  15910  7
29197  23422  96
29197  14723  26
29198  754  88
29198  677  76
29198  13963  9
29198  12714  4
29198  29493  43
29198  23281  38
29198  15211  18
29199  8756  83
29199  7167  64
29199  22772  54
29199  25745  33
29199  29686  59
29199  23397  88
29199  20075  81
29200  16950  36
29200  7359  80
29200  14516  59
29200  3720  48
29200  13402  48
29200  19447  58
29200  3491  25
29201  18179  71
29201  15223  16
29201  15351  54
29201  12505  72
29201  24006  74
29201  11593  76
29201  9090  54
29202  12979  61
29202  15528  67
29202  24666  14
29202  21808  30
29202  1281  42
29202  14515  84
29202  17201  25
29203  10430  7
29203  13924  1
29203  11839  23
29203  11858  43
29203  27524  15
29203  27479  9
29203  9532  78
29204  19144  52
29204  15488  66
29204  2518  34
29204  7745  97
29204  1300  38
29204  10749  34
29204  2135  68
29205  16417  66
29205  10806  90
29205  3973  83
29205  14609  56
29205  29131  27
29205  23667  47
29205  7103  16
29206  3472  53
29206  23532  86
29206  15428  46
29206  3765  29
29206  4175  58
29206  1001  100
29206  27705  29
29207  7012  90
29207  17269  57
29207  18726  33
29207  15153  90
29207  8549  83
29207  14397  76
29207  5649  61
29208  14500  50
29208  907  11
29208  1288  34
29208  8769  85
29208  24899  23
29208  18096  40
29208  24182  96
29209  6965  5
29209  16533  98
29209  24687  93
29209  27045  64
29209  3893  96
29209  27993  39
29209  16805  35
29210  13825  32
29210  12924  63
29210  27345  96
29210  25400  16
29210  17176  10
29210  1924  16
29210  3547  41
29211  24394  31
29211  25662  50
29211  13152  78
29211  27498  52
29211  7224  55
29211  5433  81
29211  5735  33
29212  17956  30
29212  25585  60
29212  17189  69
29212  28638  98
29212  27116  19
29212  4388  50
29212  3293  2
29213  23871  31
29213  5711  26
29213  6584  9
29213  20480  90
29213  25006  27
29213  14658  96
29213  3524  15
29214  19869  46
29214  6674  75
29214  21102  1
29214  13409  33
29214  27512  63
29214  2946  70
29214  15393  23
29215  6745  33
29215  1518  15
29215  25824  30
29215  26148  70
29215  26887  91
29215  9119  20
29215  3800  76
29216  21950  10
29216  2024  66
29216  11267  91
29216  24129  88
29216  16215  32
29216  14653  16
29216  1433  6
29217  8139  67
29217  6103  97
29217  6467  93
29217  14624  68
29217  20748  71
29217  14287  3
29217  23259  73
29218  18410  92
29218  16717  16
29218  21474  42
29218  14966  2
29218  7155  65
29218  20071  83
29218  23583  79
29219  20164  32
29219  6754  80
29219  20817  89
29219  3101  28
29219  1234  16
29219  12820  93
29219  8944  76
29220  13495  57
29220  12957  96
29220  19124  34
29220  25597  21
29220  29651  97
29220  16998  66
29220  13722  48
29221  128  78
29221  5128  17
29221  12533  34
29221  17961  91
29221  27760  84
29221  17427  68
29221  15258  61
29222  1481  72
29222  6428  62
29222  6646  9
29222  21760  46
29222  19625  83
29222  13672  75
29222  14208  96
29223  16889  39
29223  2653  52
29223  7333  75
29223  1318  71
29223  15978  39
29223  22384  87
29223  20037  78
29224  13843  74
29224  17911  75
29224  17436  75
29224  25352  53
29224  28464  6
29224  19233  50
29224  16653  26
29225  17448  17
29225  27593  65
29225  17590  44
29225  10433  100
29225  23838  86
29225  26953  10
29225  11655  82
29226  24129  52
29226  6783  56
29226  19482  32
29226  9735  58
29226  7824  85
29226  2290  73
29226  22538  26
29227  20179  74
29227  5786  58
29227  5473  2
29227  20892  97
29227  14466  43
29227  14657  18
29227  10728  12
29228  4168  52
29228  18931  76
29228  17991  86
29228  25159  45
29228  8503  27
29228  14823  58
29228  26116  70
29229  5279  92
29229  3696  68
29229  8749  27
29229  28071  59
29229  24975  15
29229  11467  31
29229  24410  93
29230  16362  20
29230  19378  21
29230  5956  87
29230  23849  35
29230  2135  30
29230  13333  7
29230  9045  35
29231  25694  83
29231  18807  2
29231  14779  43
29231  17198  55
29231  12380  35
29231  12330  27
29231  9852  76
29232  3633  51
29232  10318  62
29232  19089  7
29232  24735  45
29232  5473  17
29232  2097  19
29232  7202  44
29233  25168  40
29233  13836  77
29233  2469  20
29233  29392  39
29233  15350  56
29233  21943  79
29233  17287  61
29234  15629  51
29234  15207  58
29234  22979  46
29234  10604  29
29234  14101  97
29234  26062  41
29234  25995  48
29235  13104  89
29235  4269  3
29235  19583  11
29235  3590  80
29235  7845  21
29235  27087  15
29235  1927  64
29236  11573  95
29236  27492  33
29236  2492  87
29236  15777  45
29236  11781  12
29236  8182  76
29236  12843  88
29237  25127  66
29237  23440  32
29237  13523  29
29237  13259  99
29237  18905  56
29237  29374  22
29237  12054  68
29238  15387  83
29238  1839  5
29238  2505  16
29238  3931  95
29238  3528  72
29238  23587  45
29238  29437  26
29239  12562  59
29239  1272  35
29239  770  16
29239  16896  85
29239  11917  10
29239  11624  22
29239  13246  92
29240  4929  17
29240  16381  92
29240  18031  40
29240  14166  86
29240  22211  72
29240  12426  61
29240  11855  29
29241  10589  90
29241  27250  61
29241  1718  20
29241  25126  95
29241  26085  50
29241  4971  91
29241  14366  51
29242  29985  50
29242  19873  54
29242  2125  39
29242  19098  75
29242  13912  26
29242  8695  22
29242  3938  61
29243  28178  92
29243  19746  86
29243  28502  35
29243  7979  73
29243  20061  68
29243  16049  54
29243  16574  63
29244  18209  26
29244  5629  61
29244  20773  22
29244  10448  61
29244  15264  20
29244  29374  35
29244  10148  18
29245  2750  8
29245  8038  7
29245  4994  22
29245  3023  28
29245  5014  91
29245  3892  90
29245  15989  41
29246  15620  87
29246  22850  55
29246  21654  86
29246  19274  85
29246  15958  64
29246  9380  31
29246  7642  5
29247  1594  28
29247  8193  9
29247  29697  39
29247  18683  58
29247  11465  19
29247  20108  8
29247  29374  68
29248  3870  80
29248  8093  55
29248  3170  47
29248  24843  5
29248  27145  34
29248  29992  24
29248  25477  92
29249  1593  53
29249  13976  20
29249  1371  58
29249  16811  73
29249  9504  24
29249  4820  60
29249  1991  6
29250  11322  74
29250  24678  61
29250  20063  35
29250  3070  26
29250  20174  71
29250  16518  59
29250  21208  45
29251  19691  18
29251  22948  70
29251  4227  97
29251  19159  71
29251  13434  78
29251  23401  52
29251  14774  68
29252  5468  52
29252  14511  43
29252  6037  59
29252  14934  27
29252  7964  28
29252  8558  35
29252  12491  40
29253  364  53
